N, batch_size, population, trace, rate, num_layers, emb_size, device, model_type, min_wclatency, total_time
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.01, 0, 0, cpu, qor, 108.0, 150.5536687374115
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg, 109.0, 5.241491079330444
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg_hybrid, 108.0, 43.564228773117065
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg, 109.0, 69.50803756713867
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg_hybrid, 108.0, 108.70094466209412
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg, 109.0, 3.768562078475952
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg_hybrid, 108.0, 43.16325759887695
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg, 109.0, 43.84657311439514
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg_hybrid, 108.0, 83.39392948150635
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg, 108.0, 4.826675891876221
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg_hybrid, 108.0, 44.98401236534119
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg, 108.0, 32.618911027908325
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg_hybrid, 108.0, 73.08261156082153
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.03, 0, 0, cpu, qor, 42.0, 162.82369899749756
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg, 43.0, 5.228604316711426
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg_hybrid, 42.0, 46.44065523147583
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg, 43.0, 73.73185443878174
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg_hybrid, 42.0, 115.28247952461243
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg, 43.0, 3.7151408195495605
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg_hybrid, 42.0, 45.4700653553009
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg, 43.0, 43.85998845100403
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg_hybrid, 42.0, 85.83911848068237
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg, 43.0, 4.77144980430603
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg_hybrid, 42.0, 46.89121055603027
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg, 43.0, 32.38234543800354
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg_hybrid, 42.0, 74.7740159034729
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.05, 0, 0, cpu, qor, 28.0, 171.61314868927002
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg, 28.0, 5.24116063117981
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg_hybrid, 28.0, 48.721747159957886
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg, 28.0, 73.32294082641602
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg_hybrid, 28.0, 116.85969281196594
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg, 28.0, 3.7277567386627197
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg_hybrid, 28.0, 47.5606005191803
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg, 28.0, 44.23849868774414
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg_hybrid, 28.0, 88.31518864631653
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg, 29.0, 4.825551271438599
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg_hybrid, 28.0, 48.76335906982422
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg, 29.0, 32.31878995895386
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg_hybrid, 28.0, 76.54597425460815
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.07, 0, 0, cpu, qor, 23.0, 176.97221755981445
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg, 24.0, 5.240947246551514
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg_hybrid, 23.0, 49.80925107002258
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg, 24.0, 69.31743311882019
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg_hybrid, 23.0, 113.73641085624695
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg, 24.0, 3.721673011779785
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg_hybrid, 23.0, 48.27762532234192
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg, 24.0, 42.124906063079834
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg_hybrid, 23.0, 86.81954216957092
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg, 24.0, 4.841324090957642
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg_hybrid, 23.0, 49.311691999435425
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg, 24.0, 32.80002546310425
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg_hybrid, 23.0, 77.45030689239502
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.09, 0, 0, cpu, qor, 20.0, 179.3321716785431
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg, 21.0, 5.249877452850342
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg_hybrid, 20.0, 50.24286699295044
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg, 21.0, 69.26415514945984
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg_hybrid, 20.0, 114.1573076248169
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg, 21.0, 3.8048059940338135
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg_hybrid, 20.0, 48.87881422042847
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg, 21.0, 45.213353872299194
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg_hybrid, 20.0, 90.45795059204102
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg, 20.0, 4.861145973205566
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg_hybrid, 20.0, 49.981746196746826
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg, 20.0, 32.509313106536865
3, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_3x3-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg_hybrid, 20.0, 77.7640790939331
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.01, 0, 0, cpu, qor, 113.0, 181.88420796394348
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg, 126.0, 9.802066326141357
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg_hybrid, 113.0, 55.42186117172241
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg, 126.0, 131.27206134796143
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg_hybrid, 113.0, 176.83266687393188
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg, 128.0, 5.9049904346466064
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg_hybrid, 113.0, 51.41964244842529
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg, 128.0, 70.0733528137207
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg_hybrid, 113.0, 115.577965259552
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg, 113.0, 4.887362957000732
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg_hybrid, 113.0, 50.4943630695343
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg, 113.0, 41.97228813171387
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg_hybrid, 113.0, 87.64239072799683
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.03, 0, 0, cpu, qor, 47.0, 182.3257555961609
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg, 62.0, 9.809406280517578
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg_hybrid, 47.0, 55.57319617271423
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg, 62.0, 124.06814575195312
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg_hybrid, 47.0, 169.86413979530334
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg, 66.0, 5.871309757232666
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg_hybrid, 47.0, 51.626500368118286
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg, 66.0, 68.5139651298523
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg_hybrid, 47.0, 114.30927109718323
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg, 66.0, 4.854922294616699
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg_hybrid, 47.0, 50.73370695114136
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg, 66.0, 42.760151863098145
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg_hybrid, 47.0, 88.54703259468079
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.05, 0, 0, cpu, qor, 34.0, 184.3209056854248
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg, 59.0, 9.805316686630249
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg_hybrid, 34.0, 55.7274284362793
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg, 59.0, 130.03108954429626
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg_hybrid, 34.0, 176.11367344856262
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg, 49.0, 5.913274049758911
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg_hybrid, 34.0, 51.874422788619995
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg, 49.0, 74.41504859924316
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg_hybrid, 34.0, 120.48368811607361
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg, 48.0, 4.780906438827515
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg_hybrid, 34.0, 50.70361661911011
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg, 48.0, 44.30699419975281
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg_hybrid, 34.0, 90.23663878440857
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.07, 0, 0, cpu, qor, 30.0, 184.41101622581482
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg, 57.0, 9.80718183517456
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.07, 10, 256, cuda, graph_sage_class_reg_hybrid, 30.0, 55.81338882446289
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg, 57.0, 130.15042924880981
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.07, 10, 256, cpu, graph_sage_class_reg_hybrid, 30.0, 176.45057225227356
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg, 54.0, 5.885370254516602
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.07, 15, 128, cuda, graph_sage_class_reg_hybrid, 30.0, 52.102461099624634
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg, 54.0, 72.31116271018982
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.07, 15, 128, cpu, graph_sage_class_reg_hybrid, 30.0, 118.31633234024048
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg, 44.0, 4.806516647338867
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.07, 20, 64, cuda, graph_sage_class_reg_hybrid, 30.0, 50.95911645889282
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg, 44.0, 43.41256809234619
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.07, 20, 64, cpu, graph_sage_class_reg_hybrid, 30.0, 89.59689021110535
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.09, 0, 0, cpu, qor, 29.0, 185.17377281188965
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg, 59.0, 9.806846380233765
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.09, 10, 256, cuda, graph_sage_class_reg_hybrid, 29.0, 56.11564898490906
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg, 59.0, 124.21994042396545
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.09, 10, 256, cpu, graph_sage_class_reg_hybrid, 29.0, 170.47411942481995
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg, 49.0, 5.877359390258789
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.09, 15, 128, cuda, graph_sage_class_reg_hybrid, 29.0, 52.363333225250244
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg, 49.0, 68.10322165489197
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.09, 15, 128, cpu, graph_sage_class_reg_hybrid, 29.0, 114.52094459533691
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg, 45.0, 4.831938743591309
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.09, 20, 64, cuda, graph_sage_class_reg_hybrid, 29.0, 51.26837158203125
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg, 45.0, 42.22108602523804
4, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_4x4-1.dat, 0.09, 20, 64, cpu, graph_sage_class_reg_hybrid, 29.0, 88.52176141738892
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.01, 0, 0, cpu, qor, 114.0, 186.311425447464
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg, 141.0, 16.437440872192383
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.01, 10, 256, cuda, graph_sage_class_reg_hybrid, 114.0, 63.264482259750366
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg, 141.0, 208.2740306854248
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.01, 10, 256, cpu, graph_sage_class_reg_hybrid, 114.0, 255.05923199653625
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg, 144.0, 9.696359872817993
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.01, 15, 128, cuda, graph_sage_class_reg_hybrid, 114.0, 56.44602990150452
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg, 144.0, 112.45717811584473
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.01, 15, 128, cpu, graph_sage_class_reg_hybrid, 114.0, 159.00971794128418
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg, 131.0, 6.468379974365234
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.01, 20, 64, cuda, graph_sage_class_reg_hybrid, 114.0, 53.37737011909485
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg, 131.0, 60.21638083457947
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.01, 20, 64, cpu, graph_sage_class_reg_hybrid, 114.0, 107.2078287601471
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.03, 0, 0, cpu, qor, 50.0, 188.93858432769775
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg, 71.0, 16.421971559524536
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.03, 10, 256, cuda, graph_sage_class_reg_hybrid, 50.0, 64.72588229179382
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg, 71.0, 206.9632499217987
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.03, 10, 256, cpu, graph_sage_class_reg_hybrid, 50.0, 255.02597332000732
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg, 91.0, 9.688616275787354
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.03, 15, 128, cuda, graph_sage_class_reg_hybrid, 50.0, 57.754658699035645
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg, 91.0, 106.34821391105652
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.03, 15, 128, cpu, graph_sage_class_reg_hybrid, 50.0, 154.54477500915527
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg, 91.0, 6.488582134246826
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.03, 20, 64, cuda, graph_sage_class_reg_hybrid, 50.0, 54.70112729072571
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg, 91.0, 62.20709204673767
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.03, 20, 64, cpu, graph_sage_class_reg_hybrid, 50.0, 110.34617519378662
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.05, 0, 0, cpu, qor, 38.0, 191.45010995864868
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg, 72.0, 16.41023874282837
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.05, 10, 256, cuda, graph_sage_class_reg_hybrid, 38.0, 64.71949529647827
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg, 72.0, 208.6163730621338
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.05, 10, 256, cpu, graph_sage_class_reg_hybrid, 38.0, 256.8463714122772
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg, 58.0, 9.704219102859497
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.05, 15, 128, cuda, graph_sage_class_reg_hybrid, 38.0, 57.8835928440094
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg, 58.0, 113.76204180717468
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.05, 15, 128, cpu, graph_sage_class_reg_hybrid, 38.0, 161.97533082962036
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg, 55.0, 6.486565351486206
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.05, 20, 64, cuda, graph_sage_class_reg_hybrid, 38.0, 54.58691668510437
5, 128, 512, /home/gsmalik/work/hoplite-ml/bench/random_5x5-1.dat, 0.05, 20, 64, cpu, graph_sage_class_reg, 55.0, 61.15343928337097
